mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__colsample_bytree,param_estimator__learning_rate,param_estimator__max_depth,param_estimator__n_estimators,param_estimator__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.27689512570699054,0.10612956447428151,0.012558698654174805,0.0032845364308650097,0.8,0.01,3,100,0.8,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 3, 'estimator__n_estimators': 100, 'estimator__subsample': 0.8}",-912.4498945204592,-836.5217433529006,-1011.5598158019683,-920.1771512251094,71.66758715907743,108
0.09939328829447429,0.005719691773560397,0.011841058731079102,0.003219299151032408,0.8,0.01,3,100,1.0,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 3, 'estimator__n_estimators': 100, 'estimator__subsample': 1.0}",-912.915899624482,-837.0109404674552,-1002.6946434737569,-917.540494521898,67.71908898257074,106
0.1840041478474935,0.018031859460429813,0.008978048960367838,0.00016487126957450546,0.8,0.01,3,200,0.8,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 3, 'estimator__n_estimators': 200, 'estimator__subsample': 0.8}",-651.4217832786602,-672.1575846803781,-766.9456341991108,-696.8416673860497,50.28862023120772,94
0.15545026461283365,0.005664533958997531,0.009493192036946615,0.0003182838521311198,0.8,0.01,3,200,1.0,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 3, 'estimator__n_estimators': 200, 'estimator__subsample': 1.0}",-660.1828707700276,-673.7550055572341,-768.1886053770287,-700.7088272347634,48.03603546135981,95
0.24604415893554688,0.022182196856286744,0.009992520014444986,0.0010486444590352773,0.8,0.01,3,300,0.8,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 3, 'estimator__n_estimators': 300, 'estimator__subsample': 0.8}",-559.0326426806371,-607.8812046788674,-679.9015438859634,-615.6051304151559,49.64585978864373,77
0.21665779749552408,0.0011396308711836643,0.009122848510742188,3.9507044879110695e-05,0.8,0.01,3,300,1.0,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 3, 'estimator__n_estimators': 300, 'estimator__subsample': 1.0}",-572.1894153573895,-620.3647454193284,-689.2601615104886,-627.2714407624022,48.0428054387083,83
0.22902528444925943,0.017476130863567366,0.010785261789957682,0.0015676238155601348,0.8,0.01,5,100,0.8,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 5, 'estimator__n_estimators': 100, 'estimator__subsample': 0.8}",-858.6019239899862,-804.7766963052486,-979.0920787832355,-880.8235663594901,72.8780450904583,104
0.21774935722351074,0.02043499858365237,0.009159485499064127,0.0006869714439464747,0.8,0.01,5,100,1.0,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 5, 'estimator__n_estimators': 100, 'estimator__subsample': 1.0}",-854.9475879985324,-809.5569009517437,-965.9387260984979,-876.8144050162579,65.68834028411496,101
0.39041630427042645,0.02854012789870019,0.009505748748779297,0.0007623737691788586,0.8,0.01,5,200,0.8,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 5, 'estimator__n_estimators': 200, 'estimator__subsample': 0.8}",-591.9158422986446,-633.0774573226001,-727.0189950848153,-650.67076490202,56.541187505975955,88
0.41971079508463544,0.038336057920719945,0.011405626932779947,0.0014550366559553662,0.8,0.01,5,200,1.0,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 5, 'estimator__n_estimators': 200, 'estimator__subsample': 1.0}",-599.1624364694837,-647.0256954635704,-723.210062775164,-656.4660649027394,51.08028862734576,90
0.5433286825815836,0.02519873004832631,0.010555505752563477,0.0008933519873761263,0.8,0.01,5,300,0.8,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 5, 'estimator__n_estimators': 300, 'estimator__subsample': 0.8}",-519.2792321305249,-581.9103680183874,-651.6392842498274,-584.2762947995799,54.06165650690942,51
0.598578135172526,0.03994987016785699,0.011608282725016275,0.00017435146401838207,0.8,0.01,5,300,1.0,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 5, 'estimator__n_estimators': 300, 'estimator__subsample': 1.0}",-530.9456402689054,-596.5051653951571,-657.0320559338312,-594.8276205326312,51.488229537642546,62
0.37163352966308594,0.02160569864285598,0.00973947842915853,0.0005637824048013556,0.8,0.01,7,100,0.8,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 7, 'estimator__n_estimators': 100, 'estimator__subsample': 0.8}",-852.6345228332183,-803.779843156509,-975.0171815650898,-877.143849184939,72.02354626544052,102
0.4825747807820638,0.027680697369878788,0.011530081431070963,0.0012930083142073188,0.8,0.01,7,100,1.0,"{'estimator__colsample_bytree': 0.8, 'estimator__learning_rate': 0.01, 'estimator__max_depth': 7, 'estimator__n_estimators': 100, 'estimator__subsample': 1.0}",-836.1549052032976,-813.636962890625,-962.4789256733426,-870.7569312557551,65.50550931768605,97
